city	Canada	61.0666922	-107.9917071
city	Cambodia	13.5066394	104.869423
city	Argentina	-34.9964963	-64.9672817
city	Saudi Arabia	25.6242618	42.3528328
city	Pskov Region	57.8151642	28.3163093
city	Novosibirsk Region	54.980890	82.911664
city	Slovenia	45.8133113	14.4808369
city	Germany	51.0834196	10.4234469
city	Spain	39.3262345	-4.8380649
city	Netherlands	52.5001698	5.7480821
city	Republic of Kabardino-Balkaria	43.4428286	43.4204809
city	Republic of Buryatia	51.807121	107.634651
city	Luxembourg	49.8158683	6.1296751
city	Krasnoyarsk Region	56.0090968	92.8725147
city	New Zealand	-41.5000831	172.8344077
city	England	52.7954791	-0.540240286617
city	India	22.3511148	78.6677428
city	South Korea	36.638392	127.6961188
city	Sverdlovsk Region	56.8896754	60.6204989
city	Turkey	38.9597594	34.9249653
city	Czech Republic	49.8167003	15.4749544
city	Khabarovsk Region	48.481403	135.076935
city	France	46.603354	1.8883335
city	Slovakia	48.7411522	19.4528646
city	Peru	-6.8699697	-75.0458515
city	Norway	64.5731537	11.5280364395
city	Korea	35.7724185	127.796543463
city	Singapore	1.357107	103.8194992
city	Moscow	55.750637	37.626830
city	Republic of Sakha (Yakutia)	62.040935	129.739931
city	China	35.000074	104.999927
city	Finland	63.2467777	25.9209164
city	Primorskiy Region	43.132302	131.922875
city	Sweden	59.6749712	14.5208584
city	Vietnam	13.2904027	108.4265113
city	Ulan-Ude	51.807121	107.634651
city	Portugal	40.0332629	-7.8896263
city	South Africa	-28.8166236	24.991639
city	Tatarstan	55.788715	49.122026
city	Malaysia	4.5693754	102.2656823
city	Austria	47.2000338	13.199959
city	Orenburg Region	51.790772	55.136639
city	Hungary	47.1817585	19.5060937
city	Brazil	-10.3333333	-53.2
city	Kuwait	29.2733964	47.4979476
city	Panama	8.559559	-81.1308434
city	St. Petersburg	59.9606739	30.1586551
city	Ireland	52.865196	-7.9794599
city	Australia	-24.7761086	134.755
city	Algeria	28.0000272	2.9999825
city	Chelyabinsk Region	55.184595	61.416616
city	Chile	-31.7613365	-71.3187697
city	Belgium	50.6402809	4.6667145
city	Thailand	14.8971921	100.83273
city	Hong Kong	22.2793278	114.1628131
city	Georgia	32.3293809	-83.1137366
city	Gambia	13.470062	-15.4900464
city	Poland	52.215933	19.134422
city	Switzerland	46.7985624	8.2319736
city	Saint-Petersburg	59.9606739	30.1586551
city	Estonia	58.7523778	25.3319078
city	Taiwan	23.9739374	120.9820179
city	St.Petersburg	59.9606739	30.1586551
city	Qatar	25.3336984	51.2295295
city	Italy	42.6384261	12.674297
city	Sakhalin Region	46.964073	142.727988
city	USA	39.7837304	-100.4458825
city	Nepal	28.1083929	84.0917139
city	Moscow Region	56.161321	37.540361
city	Democratic Republic of the Congo	-2.9814344	23.8222636
city	Saint Petersburg	59.9606739	30.1586551
city	Samara Region	53.227507	50.213103
city	Omsk Region	55.016467	73.400677
city	Israel	31.5313113	34.8667654
city	Iceland	64.9841821	-18.1059013
city	Senegal	14.4750607	-14.4529612
city	Jordan	31.1667049	36.941628
city	Denmark	55.670249	10.3333283
city	Greece	38.9953683	21.9877132
city	Latvia	56.8406494	24.7537645
city	Japan	36.5748441	139.2394179
city	Belarus	53.4250605	27.6971358
city	Krasnodar Region	45.0352566	38.9764814
city	Mexico	19.4326296	-99.1331785
city	Chechen Republic	43.3976147	45.6985005
city	United Kingdom	54.7023545	-3.2765753
city	Perm Region	58.014965	56.246723
city	Sri Lanka	7.5554942	80.7137847
city	Lipetsk Region	52.610397	39.598897
city	Republic of Crymea	44.952230	34.102128
city	Tver Region	56.855318	35.913486
city	Egypt	30.048421	31.240527
country	Egypt	30.048421	31.240527
city	Colombia	4.713944	-74.071477
country	Colombia	4.713944	-74.071477
city	Pakistan	33.666670	73.166670
country	Pakistan	33.666670	73.166670
country	Brazil	-10.3333333	-53.2
country	Canada	61.0666922	-107.9917071
country	Qatar	25.3336984	51.2295295
country	Italy	42.6384261	12.674297
country	Peru	-6.8699697	-75.0458515
country	USA	39.7837304	-100.4458825
country	Kuwait	29.2733964	47.4979476
country	Panama	8.559559	-81.1308434
country	Nepal	28.1083929	84.0917139
country	Cambodia	13.5066394	104.869423
country	France	46.603354	1.8883335
country	Democratic Republic of the Congo	-2.9814344	23.8222636
country	Georgia	41.989378	43.597463
country	Slovakia	48.7411522	19.4528646
country	Ireland	52.865196	-7.9794599
country	Argentina	-34.9964963	-64.9672817
country	Norway	64.5731537	11.5280364395
country	Czech Republic	49.8167003	15.4749544
country	Saudi Arabia	25.6242618	42.3528328
country	Australia	-24.7761086	134.755
country	Korea	35.7724185	127.796543463
country	Algeria	28.0000272	2.9999825
country	Singapore	1.357107	103.8194992
country	Iceland	64.9841821	-18.1059013
country	Jordan	31.1667049	36.941628
country	Austria	47.2000338	13.199959
country	Russia	64.6863136	97.7453061
country	Slovenia	45.8133113	14.4808369
country	China	35.000074	104.999927
country	Chile	-31.7613365	-71.3187697
country	Gambia	13.470062	-15.4900464
country	Belgium	50.6402809	4.6667145
country	Thailand	14.8971921	100.83273
country	Germany	51.0834196	10.4234469
country	Hong Kong	22.2793278	114.1628131
country	Spain	39.3262345	-4.8380649
country	Netherlands	52.5001698	5.7480821
country	Denmark	55.670249	10.3333283
country	Poland	52.215933	19.134422
country	Finland	63.2467777	25.9209164
country	Israel	31.5313113	34.8667654
country	Turkey	38.9597594	34.9249653
country	Sweden	59.6749712	14.5208584
country	Vietnam	13.2904027	108.4265113
country	Luxembourg	49.8158683	6.1296751
country	Hungary	47.1817585	19.5060937
country	Switzerland	46.7985624	8.2319736
country	Belarus	53.4250605	27.6971358
country	New Zealand	-41.5000831	172.8344077
country	South Korea	36.638392	127.6961188
country	England	52.7954791	-0.540240286617
country	Estonia	58.7523778	25.3319078
country	Portugal	40.0332629	-7.8896263
country	Mexico	19.4326296	-99.1331785
country	South Africa	-28.8166236	24.991639
country	India	22.3511148	78.6677428
country	United Kingdom	54.7023545	-3.2765753
country	Malaysia	4.5693754	102.2656823
country	Senegal	14.4750607	-14.4529612
country	Latvia	56.8406494	24.7537645
country	Greece	38.9953683	21.9877132
country	Sri Lanka	7.5554942	80.7137847
country	Japan	36.5748441	139.2394179
country	Taiwan	23.9739374	120.9820179
